Chapter 3: Equipment

The Basics of Equipment
All characters are assumed to begin with sturdy clothes suitable for adventuring. Any other equipment desired should be purchased using the character’s starting wealth of 3d6x10gp. 
Each character should purchase equipment suitable for their class. For example, fighters should purchase arms and armor to fight monsters and survive blows, while thieves need rope, crowbars, lock picks, and other special tools to scale obstacles, find traps, and open locks. Clerics will require holy symbols to drive back undead and mages will need spellbooks to record their dweomers. 

Coins and Money
Equipment is purchased using money. Paper currency is non-existent in the world of Adventurer Conqueror King, so money takes the form of coins of precious metal, the most important of which is the gold piece (gp). A gold piece is worth 2 electrum pieces (ep) or 10 silver pieces (sp). Each silver piece is worth 10 copper pieces (cp). In addition to copper, silver, electrum, and gold coins, there are also platinum pieces (pp), which are each worth 5gp. 

What’s a Gold Piece Worth?
To put the value of currency in perspective, the Standard of Living table, below, shows how far a gold piece will go towards cost of living at different standards of comfort. A single gold piece is enough for a peasant to subsist at a wretched quality of life. Early in their career, adventurers will typically live on a few dozen gold pieces per month, enough to eat and sleep at an inn. A dragon’s treasure hoard of 50,000gp might keep a village of peasants alive for decade, but merely cover a prince’s monthly budget. Wealth is assumed to be highly concentrated in ACKS campaign worlds.

Exchange Value
Coins			Cp	Sp	Ep	Gp	Pp
Copper Piece (cp) =	1	1/10	1/50	1/100	1/500
Silver Piece (sp) =	10	1	1/5	1/10	1/50	
Electrum Piece (ep) =	50	5	1	1/2	1/10
Gold Piece (gp) =   	100	10	2	1	1/5
Platinum Piece (pp) =	500	50	10	5	1

Standard of Living  	Monthly Cost		Common Professions
Wretched    		1gp			Serfs and peasants
Meager			3gp-12gp		Unskilled manual laborers
Adequate		12gp-40gp		Skilled laborers or journeyman crafters, 1st level adventurers
Comfortable		40gp-100gp		Master craftsmen or yeomen farmer (85 acres), 2nd level adventurers
Prosperous		100gp-450gp		Master professionals or landed patrician (200 acres), 3rd-4th level adventurers
Affluent		450gp-2,000gp		Barons or wealthy patricians, 5th-7th level adventurers
Sumptuous		2,000-12,000gp		Marquis or counts, 8th-9th level adventurers
Luxuriant		12,000-80,000gp 	Dukes or princes, 10th-12th level adventurers
Lavishly Opulent	80,000gp+		Kings or emperors, 13th-14th level adventurers

Purchasing Equipment	
The arms, armor, and mundane gear available for purchase are listed on the Weapons and Equipment tables. These lists will also be handy when characters need to restock supplies between adventures. The equipment and other items listed on the Weapons and Equipment table are described in detail in the Equipment Descriptions section. 
Should the players wish to purchase items not provided in the equipment lists, the Judge may use the items available as guidelines for determining new items’ characteristics and including prices.
All purchases should be recorded on the character sheet, noting how much money remains afterward. Most adventurers do not begin play with enough wealth to get everything they want – indeed, the quest for wealth is one of the primary motives for adventuring at all!
Regardless of class limitations, characters of any class may purchase, carry, and use any weapons or armor desired. However, characters who equip themselves with weapons and armor unusable by their class will fight as 0th level characters while so equipped. They also will receive no bonus on their attack throws or armor class from ability scores or equipment, may not use any of their class powers, and do not gain XP. 
EXAMPLE: Quintus, a mage, dons plate armor. While so equipped, he fights as a 0th level character, loses any attack throw or AC bonuses from his ability scores or equipment, cannot cast spells, and does not gain XP.

Equipment Availability
Adventurers may sometimes wish to purchase equipment in greater volume than the town they are in can handle. This is not normally a concern when characters are just beginning their career. But if experienced adventurers decide they want to use a dragon’s hoard to equip all their followers with fur cloaks (15gp each) and purchase a dozen heavy warhorses (750gp each) with plate barding (600gp each), they may find such goods are simply unavailable in the quantities they desire! 
The amount of equipment available for purchase is determined by the price of the equipment relative to the size of the market the adventurers are in. A market can be anything from a village’s humble fair to a city-state’s outdoor bazaar to the ports of a major metropolis. Markets are rated by market class from I to VI, which rate their size and importance.
The vast mercantile hubs of empires, with urban populations of 100,000 or more, constitute Class I. Major ports, national capitals, and other large cities of 25,000 or more inhabitants constitute Class II. Provincial capitals and medium-sized cities of 8,750 to 25,000 inhabitants make up Class III. Small cities and large towns of 3,000 to 8,750 inhabitants make up Class IV. Small towns and large villages of 1,250 to 3,000 inhabitants are Class V. Any village of 1,250 inhabitants or less is Class VI. Market classes are also important for hiring henchmen, as discussed in the Hirelings, Henchmen, Mercenaries, and Specialists section below, and for trade and commerce, as discussed in the Mercantile Ventures section in the Campaigns chapter. 
The Equipment Availability by Market Class table shows how many units of any piece of equipment are available in each type of market each month. Some values will indicate a percentage chance; this is chance of one unit being present at all in any given month. 
Note that the values given are the number of each specific item, not the total number of items at that price level. For instance, a Class IV market will have 5 swords, 5 battle axes, and 5 of each other item priced at 2-10gp. Multiple small items sold as a bundle (such as 12 spikes, 6 torches, 20 arrows, etc) count as one item for purposes of the Equipment Availability by Market Class table.

Equipment Availability by Market Class 
Price	  	       Class I      Class II	       Class III	Class IV	Class V		Class VI
1gp or less	       1,700 	    585	  	       260   		65    		30    		10
2gp-10gp	       100	    30		       15		5		1		1
11-100gp	       15	    5		       2		1		25%		10%
101-1,000gp	       7	    2		       1		25%		10%		5%
1,001-10,000gp	       2	    1		       25%		10%		5%		1%
10,001gp or more       10%	    5%		       2%		NA		NA		NA

EXAMPLE: Marcus is in a city of 20,000, a Class III market. He wants to buy a war galley (60,000gp), medium warhorse (250gp), 2 suits of plate armor (60gp each), 20 swords (10gp each), 100 bundles of 6 torches (1sp each) and 200 flasks of oil (3sp each). A Class III market has 260 units of any equipment priced 1gp or less, so he finds the 100 bundles of 6 torches and 200 flasks of oil without problem. A Class III market has only 15 units of any equipment priced 10gp or less, so only 15 swords are available. Since he needs the weapons to equip his men, he settles on 15 swords and 5 battle-axes. A Class III market has 2 units of equipment priced at 11-100gp and 1 unit at 101-1,000gp, so he is able to buy the 2 suits of plate armor and medium warhorse. There is only a 2% chance of a war galley being available, and the Judge rolls a 42; Marcus cannot find that type of ship in the city this month.

Commissioning Equipment
If equipment the adventurers desire to purchase is not available, they may commission it to be created. The advantage of commissioning equipment is that more equipment can be commissioned than is available as inventory; treat the equipment as if it were one price category less expensive to calculate the volume available. The disadvantage of commissioning equipment is that it is not immediately available. Buildings and vehicles, which can be built by large groups, are constructed at a rate of 1 day per 500gp value. Animals take 1 day per 1gp value to find and train. Other equipment takes 1 day per 5gp value. 
EXAMPLE: Marcus decides he’d like to commission a shipwright to build a war galley. Since Marcus is commissioning the war galley, the Judge checks for availability as if the war galley were one price category less expensive, putting it in the 1,001-10,00gp row. There is a 25% chance that a war galley could be commissioned in a Class III city this month. The Judge rolls a 17 on 1d100, so a shipwright is available. It will take 120 days for the war galley to be finished (60,000gp / 500gp per day). 

Weapons and Equipment
Armor				Cost	AC		|Weapons		           Cost		Damage*
Galley, Small:  The small galley is similar to the larger model, but smaller and lighter; length is 60’ to 100’, beam is 10’ to 15’, and draft is 2’ to 3’. A small galley is generally crewed with a captain, 20 marines, 10 sailors, and 60 rowers. Besides the crew, the ship can carry 2,000 stone (20,000lb) cargo. Small galleys may be equipped with up to 2 light catapults, one at the bow and one at the stern, and a naval ram (increase cost by 1/3). A historical example is the Mediterranean bireme or penteconter. 
Galley, War:  War galleys are built to serve as the flagship of a fleet. These mighty ships have two masts, full decks, a length of 120’ to 150’, a beam 20’ to 30’, and draft of 4’ to 6’. Their crew consists of a captain, 75 marines, 30 sailors, and 300 rowers. All war galleys come with a naval ram, a full deck over the rowers, and light wooden towers rising over the bow and stern. These platforms are 10’ to 20’ square, rising 15’ to 20’ above the deck. A war galley can be fitted with up to 3 light catapults, and can carry 6,000 stone (60,000lb) in addition to its crew. A heavy catapult can substitute for 2 light catapults. A historical example is the Mediterranean quinquereme. 
Garlic: Garlic causes a vampire to cringe for 1d4 rounds if presented with confidence. 
Gloves: Gloves are garments covering the hands, worn for comfort, fashion, or protection. However, wearing gloves does not protect against curses or slime. Thief abilities such as picking pockets, opening locks, or removing traps cannot be performed while wearing gloves. 
Goldenrod: Goldenrod is a healing herb used to treat diseases such as rheumatism, gout, and consumption. An adventurer with Healing proficiency can use a goldenrod tincture to treat sick characters. Used in this manner, it provides a +2 bonus on the Healing proficiency throw to cure disease. 
Grappling Hook: These large hooks are made of sturdy iron and can be used for anchoring a rope. The hook may be thrown or attached manually by a climber.  A successful attack throw is required to throw a grappling hook onto a target.  
Hammer (small): The small hammer can be used for construction or as a mallet with iron or wooden spikes. If used to fight, the small hammer deals 1d4 points of damage.
Hat: A hat is a cap, fez, turban, or other headgear for protecting the head from the elements.  
Holy Symbol: A cleric is required to own a holy symbol. These symbols will be different for each religion, but they are often worn as a necklace. 
Holy Water:  Holy water is water that has been blessed by a cleric of 7th level or higher. It is used in some church rituals, and is a formidable weapon against the undead, inflicting 1d8 points of damage for 2 rounds.  Holy water cannot retain its holy power if it is stored in any other container than the special vials it is placed in when blessed.
Horse, Heavy: A heavy horse can carry its normal load of 40 stone and move 120’ per turn. A heavy horse can carry its maximum load of 80 stone and move 60’ per turn. Heavy horses are normally trained for draft. Only a small percentage of the otherwise placid heavy horses can be trained for war. A historical example is the medieval destrier (warhorse).
Horse, Light: A light horse can carry its normal load of 20 stone and move at 240’ per turn. A light horse can carry its maximum load of 40 stone and move at 120’ per turn. Light horses are trained for riding or war. Historical examples include the medieval palfrey and jennet (riding horse), medieval rouncey (warhorse), and Mongolian and Turkoman horse. 
Horse, Medium: A medium horse can carry its normal load of 30 stone and move at 180’ per turn. A medium horse can carry its maximum load of 60 stone and move at up to 90’ per turn. Medium horses are trained for draft, riding, or war. Historical examples include the medieval hackney (draft or riding horse), medieval courser (warhorse), and Sarmatian medium horse. 
Hut: A hut is a 10’ square building with an earthen floor and thatched roof. Serfs, unskilled laborers, and other working poor generally live in such homely dwellings. 
Ink: This is a small pot of black ink. Ink can be purchased in other colors, but it costs twice as much.
Inn: An inn is an establishment that offers food, drink, lodging, and stabling. They are a common meeting place for adventurers. Slum inns are gambling dens, whorehouses, and flophouses, frequented by gamblers, harlots, and ruffians. Average inns include coaching inns, hostels, and traveler’s lodges designed for travelers and traders. Superb inns are the preserve of wealthy merchants and nobles.
Iron Spikes: These sturdy pitons can be used to wedge doors open or spike them shut or to provide belaying points for ropes. 
Javelin: Javelins are short spears, 3’ to 6’ long, designed for throwing. Historical examples include the Greek javelin, Roman pilum and verutum, early medieval angon, and Zulu assegai. 
Lamellar Armor: Lamellar armor is made of small bronze, iron, or steel plates laced together in parallel rows with silk, leather thongs, or cotton. It is similar to scale armor, from which it evolved, and comparable in protection to banded armor. Lamellar is generally worn as a cuirass over light chain or leather, and sometimes sewn to the backing. Lamellar would also include leather lames worn over chain. Historical examples include Mongolian lamellar, medieval brigandine and splinted armor, Japanese o-yori armor, and Roman lorica squamata.  
Lance: Lances are long spears, 12’ to 16’ in length, designed for mounted warriors. Despite their length, they are used one-handed. Historical examples include the Greek xyston, Persian and Byzantine kontos, and medieval lance. Lances do double damage when used to charge, but impose a -1 penalty on initiative rolls.
Lantern:  Lanterns are used in dungeon adventures to provide light. They burn one oil flask for each four hours, or 24 turns, and have an effective light radius of 30’. Lanterns can be closed to hide the light or protect it from wind. 
Leather Armor: Leather armor is made of hardened leather or laminated linen. Leather armor usually consists of spaulders (shoulder armor), cuirass, and tassets (flaps covering the groin and thighs). It is lighter but less protective then more reinforced leather armors such as ring mail. A historical example is Macedonian linothorax armor. 
Lifeboat:  Lifeboats typically have a 20’ length, 4’ to 5’ beam, and 1’ to 2’ draft. They are equipped with rations to feed 10 human-sized beings for 1 week. The mast folds down for storage of the lifeboat on large ships galleys, where there are typically 2 to 3 lifeboats. There are 1 or 2 lifeboats on small ships or galleys. Lifeboats weigh 50 stone (500lb) and will take up this much weight, each, on a vessel. The lifeboat itself is capable of holding a weight of 150 stone (1,500lb) in addition to crew.
Lock: This is a common iron lock with a key. More complex locks, made my highly skilled locksmiths, might be available (Judge’s discretion); these impose penalties on a thief’s proficiency throws to Open Locks. 
Longship:  The longship is a graceful, light ship with a single square-sailed mast, a 60’ to 80’ length, 10’ to 15’ beam, and 2’ to 3’ draft. Longships can operate equally well on oceans, coasts, or rivers, making them ideal raiding vessels. The standard crew is a captain and 75 sailors, of which 60 may row when the wind is low. Longship sailors are generally also marines (fighters). In addition to crew, longships are capable of holding a weight of 2,000 stone (20,000lb). A historical example is the Viking drakkar.  
Mace: A mace is a bludgeoning weapon consisting of a 2’ to 3’ wood or metal shaft and a heavy stone or metal head, useable with one or two hands. Historical examples include the Egyptian bronze-headed mace, medieval flanged mace, Persian horseman’s mace, Russian pernach, and Slavic bulawa.  
Manacles:  These are used to bind hands or feet. Characters bound with manacles can escape if they have the Contortionist proficiency (as described in Chapter 4), or by making a proficiency throw to Open Locks. 
Morning Star: This is any type of large mace-liked weapon with a spiked metal head. Historical examples include the medieval morning star, German chain-morning star, English holy water sprinkler, Flemish goedendag, and Japanese tetsubo. Any flails and maces too large to be used one-handed can also be treated as morning stars. Morning stars impose a -1 penalty on initiative rolls.
Mirror: A mirror can be used to check around corners and defend against monstrous gaze attacks. A character using a mirror to see his target suffers a -2 penalty to attack throws, and cannot use a shield, second weapon, or two-handed weapon. 
Mule: A mule is the infertile offspring of a horse and a donkey. It can carry its normal load of 20 stone and move 120’ per turn. A mule can carry its maximum load of 40 stone and move 60’ per turn.
Musical Instrument: A wide variety of instruments are available to bards and performers, including stringed instruments, percussion instruments, brass instruments, and woodwind instruments. Historical examples of stringed instruments are the cithara, harp, lyre, lute, psaltery, and zither. Historical percussion instruments include the castanet, chimes, drum, gong, sistrum, tambourine, and tympani. Historical brass instruments include the buccina, carnyx, cornu, and salpinx. Historical woodwind instruments include the aulos, flute, horn, pan pipe, and shawm. A common instrument costs 25gp. A superior instrument costs 50gp and adds +1 to Performance proficiency throws made with it. A masterpiece instrument costs 100gp and adds +2 to Performance proficiency throws made with it.    
Net: This is a round, weighted cast net designed to entangle and entrap opponents. The chief historical example is the net of the Roman retiarius. A character using a net gets a +2 bonus on attack throws to wrestle opponents (as explained under special maneuvers in Chapter 6). 
Oil: Common oil is burned in a lantern to give light. Common oil is usually olive oil, castor oil, or animal extract. Military oil is a weapon made of naphtha, and cannot be easily doused with water. Military oil may be thrown at monsters, dealing 1d8 points of damage for 2 rounds to the creature struck, or poured on the floor and ignited to delay pursuit.  
Ox: An ox is a castrated bull, used for cart driving. An ox can carry its normal load of 45 stone and move 60’ per turn. An ox can carry its maximum load of 90 stone and move 30’ per turn. 
Plate Armor: Plate armor is made from large metal plates worn over the chest and vital areas. Chain mail or other protective covering may cover exposed joints. Plate armor provides superior protection over banded plate and lamellar, having larger plates sewn onto a stronger backing. Historical examples include classical panoply (if worn with arm and leg armor), medieval plate and mail armor, Middle Eastern mirror armor, Eastern European plated mail, and Japanese tatami-do. 
Pole, Wooden: This pole is a shaft of wood 10’ long and 2” thick. Adventurers often carry 10’ poles to prod and poke areas that might be trapped, test the strength of ledges or floors, or measure the depth of pools. 
Pole Arm: Pole arms are two-handed slashing and piercing weapons with a metal head and a long wooden shaft. Pole arms range in length from 6’ to 21’. Historical examples include the Thracian rhomphaia, Dacian falx, and Macedonian sarissa; the medieval bill, fauchard, glaive, guisarme, halberd, partisan, pike, ranseur, spetum, and voulge; the Chinese gun dao; and the Japanese bisento, nagamaki, and naginata. Pole arms can be used to attack from the second rank in melee, and inflict double damage when used in or against a charge, but impose a -1 penalty on initiative rolls.
Pouch/purse: These are 6” x 1’ bags of cloth or leather that can contain half a stone (5lb). They can be carried on a shoulder strap or on a belt. 
Raft: A raft is a floating platform usually used for river cargo. Professionally built rafts are called barges, and have raised edges to keep out water, small wooden huts for shelter, and steering oars. Barges can be 30’ x 40’ in size, and can carry 500 stone (5,000 lb) for each 10’ square. Makeshift rafts are nothing more than crude platforms of up to 20’ x 30’. Each 10’ square section will only hold a weight of 250 stone (2,500lb). A makeshift raft can be built in 1 to 3 days for each 10’ x 10’ raft portion.
Rations, Iron:  This food is dried and preserved to be carried on long voyages when securing other food may be uncertain. It will last two months in the wilderness and a week in the foul conditions of a dungeon. The cost for iron rations will vary depending on quality. The cheapest iron rations consist of hard, dried salted biscuits. Better rations included salted or pickled meat and dried, pickled, or preserved fruit and vegetables.  
Rations, Standard:  This food is fresh but untreated. It will last for a week in the wilderness; it spoils overnight in dank dungeons.  The cost for this food will vary depending on quality. The cheapest standard rations include fresh bread, cheese, and lard. Better standard rations will include bacon or other meat, eggs, beans, and fresh fruit and vegetables. 
Ring Mail Armor: Ring mail armor is leather or padded armor that has a large number of small rings sewn directly over the foundation garment. Unlike chain mail, the rings are not physically interlocked with each other, so protection is inferior. Ring mail is closely related to scale armor, which sews leather or horn scales onto the foundation garment, and provides comparable protection. Historical examples include Frankish ring mail, Asian ring armor on leather, and Renaissance eyelet doublets. 
Rope, 50’: This strong rope, made of animal hair, hemp, or similar fibers, can bear 45 stone, the weight of approximately three human-sized beings.
Sack, Large: This is a 2’ x 4’ burlap, cloth, or leather bag that can contain 6 stone (60lb). It is normally carried over the shoulder and dropped when combat begins.
Sack, Small:  This is a 1’ x 2’ burlap, cloth, or leather bag that can contain 2 stone (20lb). It is often tied to a belt or spearhead. 
Saddle Bag:  This is a long pocketed leather sack that can contain 3 stone (30lb). 
Saddle & Tack: This includes a leather and wooden saddle with metal fastenings, a leather and metal bridle and bit, and stirrups.  Draft saddle and tack is used to harness to a cart or wagon or carry saddle bags; it cannot be used for riding. Riding saddle and tack is designed for the rider’s comfort. Military saddle and tack is designed for stability during combat. A character in combat without a military saddle must save versus Paralysis every time he is dealt damage or be knocked off the horse. 
Sailing Ship, Large:  This large, seaworthy ship has as many as 3 square-sailed masts, with a 100’ to 150’ length, 25’ to 30’ beam, and 10’ to 12’ draft. It has at least one full deck and the bow and stern are raised “castles” that give archers a superior field of fire. The crew for a large sailing ship is a captain and 20 sailors. It can carry 30,000 stone (300,000lb) of cargo in addition to crew. Up to 2 light catapults can be mounted on a large sailing ship. Historical examples include the Roman cladivata and the medieval round ship.  
Sailing Ship, Small:  This ship is much like the larger version, but has one mast, a 60’ to 80’ length, 20’ to 30’ beam, and 5’ to 8’ draft. Crew consists of a captain and 12 sailors. In addition to the crew, it can carry 10,000 stone (100,000lb) of cargo. Historical examples include the Roman corbita, the Viking knarr, and the medieval cog. 
Sap: A sap consists of a heavyweight material wrapped inside a leather sack. Used as a weapon, it provides a +2 bonus to attack throws made to incapacitate opponents (as described in Special Maneuvers in Chapter 6).
Scale Armor: Scale armor consists of many small leather, cuir bouilli, or horn scales attached to a backing material of cloth or leather. Scale armor usually consists of a corselet or hauberk worn with leather or padded cloth. It is lighter than lamellar armor, which uses metal scales or lames over leather, and comparable to ring mail. Historical examples include Scythian scale armor, Egyptian scale armor, and early medieval scale armor. 
Shield: A character with a shield equipped has his Armor Class increased by 1 point. A shield does not protect a character that is surprised, retreating, or attacked from behind, however. 
Shoes: Simple leather shoes or sandals are suitable for walking long distances.
Sling: A sling is a projectile weapon, made of braided flax, hemp or wool cord, used to hurl small stones or lead bullets. Slings were used by all armies of the ancient world. Historical examples include the Hebrew shepherd’s sling and Greek peltast’s sling. 
Spear: Wooden shafts, 6’ to 8’ in length, with metal heads designed for thrusting, spears are the main weapon of the common soldier. Spears can be used one- or two-handed. Historical examples include the Hoplite doru, the medieval winged spear, and the Japanese yari.  Characters armed with spears can attack from the second rank in melee and inflict double damage when used in or against a charge.
Spell Book (Blank):  A spell book has 100 pages of parchment, and each spell takes up one page per spell level (one page each for 1st level spells). These books are used by arcane spellcasters to record the spells in their repertoire.
Staff: A staff is a common weapon made from a stick of hardwood 4’ to 6’ long, and used two-handed. (A one-handed staff is a club.) Historical examples include the English quarterstaff, Japanese bo stick, and Chinese gun. 
Stakes and Mallet: These 18” sharpened wood shafts are carried by adventures to destroy vampires. 
Sword: The classic weapon of knights and kings, the sword includes straight and curved slashing and thrusting blades of 30” to 40” in length useable with one or two hands. Historical examples include the Roman spatha, Viking sword, medieval knightly sword and falchion, Japanese katana, and Chinese jian and dao. 
Sword, Short: The short sword includes straight and curved slashing and thrusting blades, generally less than 30” in length, meant to be used with one hand. Historical examples include the Egyptian khopesh, Greek xiphos, Roman gladius, Japanese wakizashi, Arab scimitar, Persian shamshir, Turkish yatagan, and Indian talwar. 
Sword, Two-Handed: The two-handed sword includes straight and curved slashing and thrusting blades, 40” or more in length, requiring two hands to use effectively. Historical examples include the medieval longsword, the Renaissance zweihänder, Scottish claymore, Japanese no-dachi, and Chinese zhanmadao. Two-handed swords impose a -1 penalty on initiative rolls.
Thieves’ Tools:  Thieves’ tools include long metal picks and probes, fine wires, tiny saws, miniature hammers, and an assortment of skeleton keys. Thieves’ tools are required to make proficiency throws to open locks and remove traps. 
Tinderbox: This is a tinderbox used to start fires. Lighting a torch with flint and steel takes a full round, and lighting any other fire with them takes at least that long.
Torch: Torches are 1’ to 2’ long pieces of wood tipped with pitch. A torch burns for six turns (1 hour), clearly illuminating a 30’ radius. If a torch is used in combat, it deals 1d4 points of damage.
Townhouse: A townhouse is a 30’ square two-story building with a wooden floor and stairs and thatched roof. Wealthy yeomen, master craftsmen, merchants, and other professionals might live in such a dwelling.
Troop Transport, Large:  This is a large sailing ship reinforced for war and modified to carry additional troops. It can carry 50 marines in addition to its normal complement of 20 sailors.
Troop Transport, Small: This is a small sailing ship reinforced for war and modified to carry additional troops. It can carry 25 marines in addition to its normal complement of 12 sailors. 
Wagon: This is a four-wheeled, open vehicle for transporting heavy loads. Generally, two or four heavy horses draw a wagon. Two mules or medium horses can be substituted for one heavy horse. If the wagon is pulled by two heavy horses, it can transport up to 160 stone at 60’ per turn, or 320 stone at 30’ per turn. If the wagon is pulled by four heavy horses, it can transport up to 320 stone at 60’ per turn, or up to 640 stone at 30’ per turn. A wagon can move at a similar speed and conditions as a cart.
Warhammer: A warhammer is a bludgeoning weapon with a 2’ to 3’ wooden or metal shaft and a broad metal head shaped like a hammer. It is designed for crushing armor, and useable with one or two hands. The chief historical example is the late medieval warhammer. 
Waterskin/Wineskin:  This container, made of hide or preserved animal bladder, will hold 2 pints (1 quart) of fluid.
Whip: This is a long, single-tailed whip of the sort used to herd cattle. Used as a weapon, it provides a +2 bonus to attack throws made to disarm or knock down opponents (as described in Special Maneuvers in Chapter 6). 
Wolfsbane: Wolfsbane (dried aconite flowers) may drive off werewolves and other lycanthropes if a character strikes the monster in hand-to-hand combat with the sprig. If the lycanthrope fails a saving throw versus Poison, it must flee as if turned. A character who eats wolfsbane must make a saving throw versus Poison or die after one turn.
Woundwart: Woundwart, also known as heal-all or lamb’s ears, is a herbal medicine with curative properties. An adventurer with Healing proficiency can use a woundwart tincture to treat injured characters. Used in this manner, it provides a +2 bonus on proficiency throws to cure light wounds and cure serious wounds.

Encumbrance
Encumbrance measures how much equipment and treasure characters are carrying. Encumbrance is important because characters can only carry so much, and if they are heavily weighed down with equipment they cannot carry as much treasure, nor move as fast. Encumbrance is measured in stone. A stone is a historical unit of measure that varied from 8 to 14lb depending on what was being measured. ACKS assumes a stone weighs around 10lb, but it is left purposefully abstract to represent an amalgam of weight, bulk, and generally portability. 
After characters purchase their equipment, they should calculate their encumbrance. To determine the number of stone encumbering a character, simply consult the table below.  
When counting items, each weapon, scroll, potion, vial, wand, magic item, or other object counts as an item. Multiple small items sold as a bundle (such as 12 spikes, 6 torches, 20 arrows, etc.) count as one item for this purpose. Very small single items (such as 1 silver arrow) can be ignored for encumbrance purposes. 

Item 	      	     Encumbrance in Stone
Worn clothing	     0 stone
Armor & Shield	     1 stone per point of Armor Class*
Items 		     1 stone per 6 items
Heavy Item	     1 stone per heavy item (8-14lb)
Treasure	     1 stone per 1,000 coins or gems
*Magical armor and shields are lighter than mundane items. They reduce their encumbrance by 1 stone per point of magical bonus.

Heavy items include two-handed weapons (including bows, crossbows, and various large melee weapons); any item that is as tall as the carrying character (including spears, staffs, and 10’ poles); any item that weighs around 8-14lb; and any item that requires two hands to carry (such as chairs or chests). Items weighing more than 14lb will weigh more than 1 stone. 
For purposes of encumbrance, 1,000 coins are considered 1 stone. When a carrying device, such as a backpack, lists the weight it can carry in stone, this weight can be converted at 1:1000 from stone to coins to determine how many coins it can carry.
A character’s speed will be affected based on encumbrance, as shown on the Character Movement and Encumbrance table, below. For additional information on movement, see the Time and Movement section in the Adventures chapter. The maximum any character can carry is 20 stone, plus his Strength adjustment.

Character Movement and Encumbrance 
Encumbrance	   Exploration Movement		Combat Movement		Running Movement
Up to 5 stone	   120’ per turn		40’ per round		120’ per round
Up to 7 stone	   90’ per turn			30’ per round		90’ per round
Up to 10 stone	   60’ per turn			20’ per round		60’ per round
Up to max capacity 30’ per turn			10’ per round		30’ per round

EXAMPLE: Marcus is carrying a two-handed sword (1 heavy item), a crossbow (1 heavy item), a mace (1 item), 2 daggers (1 item each), 1 week’s iron rations (1 item), a tinderbox (1 item), 2 flasks of oil (1 item each), 3 stakes and mallet (1 item), a small mirror (1 item), a pound of wolfsbane (1 item), a pound of garlic (1 item), and a case with 20 bolts (1 item). He is carrying 12 items, which counts as 2 stone. His two-handed sword and crossbow count as 2 stone. Finally, he is wearing plate armor (AC6), which counts as 6 stone. His total encumbrance is 10 stone, so his exploration movement is 60’ per turn. Later, he picks up 8,000 silver pieces. This increases his encumbrance to 18 stone, and reduces his exploration movement to 30’ per turn.

In order to carry more equipment and treasure, characters may purchase beasts of burdens and ground vehicles. Each animal or vehicle has a normal and maximum load it can carry in stone, as shown on the Animal/Vehicle Movement and Encumbrance table.
The figure to the left of the slash is the animal or vehicle’s movement rate per turn when not encumbered (carrying its normal load limit or less), and the figure to the right of the slash is its movement rate per turn when encumbered (carrying more than a normal load but not more than a maximum load).

Animal/Vehicle Movement and Encumbrance
Animal/Vehicle 		Exploration Movement		Normal Load	Maximum Load	
Camel			150’ / 75’  			30     		60
Donkey			120’ / 60’			8		16
Elephant		120’ / 60’			120		240
Horse, Heavy		120’ / 60’			40		80
Horse, Light		240’ / 120’			20		40
Horse, Medium		180’ / 90’			30		60
Mule   			120’ / 60’			20		40
Ox			60’ / 30’			45		90
Cart, Small, 1 Mule	60’ / 30’			35		70
Cart, Small, 2 Mules	60’ / 30’			80		160
Cart, Large, 1 Horse	60’ / 30’			80		160
Cart, Large, 2 Horses	60’ / 30’			120		240
Wagon, 2 Horses		60’ / 30’			160		320
Wagon, 4 Horses		60’ / 30’			320		640

Hirelings, Henchmen, Mercenaries, and Specialists
In addition to buying equipment, adventurers may also spend their money to hire various NPCs, known as hirelings, to assist them. There are three types of hirelings. Henchmen are NPC sidekicks, companions, and associates. Henchmen are typically very loyal and are willing to take reasonable risks; in particular, they are the only sort of hireling who will generally accompany an adventurer into a dungeon, lair, or ruin. Mercenaries are hired soldiers, and will guard, patrol, and otherwise serve in wilderness settings, but only as part of a larger force, not an adventuring party. Specialists are hired individuals who have a particular trade or who have special knowledge. These individuals are usually hired for a specific task. 
While adventurers often wish to hire as many hirelings as they can afford, hirelings are not available in unlimited numbers. Indeed, in small villages or remote outposts, they may be not available at all. As with equipment, the amount available will be determined by the market class within which the adventurers are recruiting hirelings. The Hireling Availability by Market Class table shows how many of each type of henchman, mercenary or specialist is available in each type of market. Some values will indicate a percentage chance; this is chance of that type of hireling being present at all. One half of the hirelings (rounded up) become available within the first week the adventurers enter the market. One quarter (rounded down, minimum 1) become available during the second week. The remainder of the hirelings become available in the third week.  
EXAMPLE: Marcus is in a city of 20,000, a Class III market. He wants to hire a sage to decipher a strange book, and a company of heavy infantry. There is a 65% chance of 1 sage being present; unfortunately, the Judge rolls a 98, and Marcus can’t find one available. His search for the heavy infantry goes better, as the Judge’s roll of 3d8 yields 22. Marcus finds 11 of these in his first week of searching, 5 more in his second week, and the remaining 6 in his third week. 
PCs may sometimes find potential hirelings while on adventures. Otherwise, in order to find hirelings, the PCs must carouse in pubs, post notices of help wanted, hand out fliers, and seek out adventuring companies, mercenary brotherhoods, or professional guilds. These activities cost money. Each week that the adventurers are in the market for hirelings, they must pay the fee listed on the table below. This fee is per type of hireling.  

Hiring Availability by Market Class
